,Player,From,To,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
5321,Cannen Cunningham,2012,2015,Southern Methodist,Total,134,2425,314,603,306,562,8,41,166,234,163,347,510,106,83,131,187,287,802
5322,Larry Davis,2007,2011,Total,Total,108,2363,275,762,180,491,95,271,157,218,114,219,333,161,105,28,130,174,802
5323,Ivan Gandia-Rosa,2018,2019,North Florida,A-Sun,66,2080,270,642,135,283,135,359,127,152,32,162,194,397,51,5,187,97,802
5324,Herbert Hill,2006,2007,Providence,Big East,58,1488,339,544,339,543,0,1,124,212,152,252,404,58,53,143,122,149,802
5325,Nigel Johnson,2014,2018,Total,Total,125,2336,273,715,177,423,96,292,160,237,41,211,252,217,115,4,127,120,802
5326,Devin Peterson,2015,2018,Western Carolina,Southern,127,2749,293,798,241,593,52,205,164,234,44,188,232,283,104,19,204,244,802
5327,Quinton Pippen,2013,2014,Chicago State,Total,63,1876,274,698,116,260,158,438,96,119,49,203,252,147,113,18,119,193,802
5328,Ben Dillard,2012,2015,Little Rock,Sun Belt,123,2555,223,584,121,296,102,288,253,307,39,157,196,119,60,5,111,223,801
5329,Keon Lewis,2014,2015,Texas-San Antonio,CUSA,56,1736,220,578,159,395,61,183,300,361,36,104,140,159,65,0,133,126,801
5330,Balint Mocsan,2017,2019,Idaho State,Big Sky,88,2161,270,607,97,201,173,406,88,123,24,191,215,106,59,15,116,173,801
5331,Tavares Speaks,2012,2013,Liberty,Big South,68,2101,299,674,281,617,18,57,185,231,38,192,230,67,79,6,126,165,801
5332,Julyan Stone,2008,2011,Texas-El Paso,CUSA,138,4261,253,595,201,399,52,196,243,394,97,657,754,714,209,58,264,313,801
5333,Nick Zeisloft,2013,2016,Total,Total,128,2620,259,613,43,81,216,532,67,80,64,219,283,101,46,9,59,206,801
5336,James Currington,2014,2018,Total,Total,96,2236,330,609,330,602,0,7,140,242,239,334,573,47,122,56,143,267,800
5337,Darnell Jackson,2006,2008,Kansas,Big 12,101,1905,294,505,292,499,2,6,210,303,196,376,572,64,60,43,116,198,800
5338,Martin Krampelj,2016,2019,Creighton,Big East,89,1547,311,517,276,411,35,106,143,235,139,344,483,59,56,55,93,186,800
5339,Fabijan Krslovic,2015,2018,Montana,Big Sky,132,3215,311,578,311,570,0,8,178,291,237,435,672,177,126,68,175,364,800
5340,Josh Nebo,2016,2019,Total,Total,94,2284,317,545,316,543,1,2,165,272,210,383,593,45,24,213,132,209,800
5341,Vova Severovas,2006,2007,Oakland,Mid-Cont,55,1805,249,470,249,468,0,2,302,387,136,199,335,103,48,2,123,140,800
5342,Morris Smith,2007,2010,Total,Total,91,2150,283,723,138,321,145,402,89,123,63,250,313,89,76,18,122,117,800
5343,Greer Wright,2010,2011,Binghamton,AEC,56,1801,258,611,183,374,75,237,209,284,70,223,293,185,64,25,213,177,800
5344,Josten Crow,2008,2011,Sam Houston State,Southland,115,2442,262,584,172,320,90,264,185,279,151,327,478,268,140,25,136,268,799
5345,Jamel Guyton,2009,2010,Louisiana Tech,WAC,67,2170,272,673,137,301,135,372,120,150,49,193,242,138,103,28,121,171,799
5346,Daniel Munoz,2010,2013,American,Patriot,124,3332,258,710,166,440,92,270,191,244,29,225,254,371,70,8,226,214,799
5347,Bobby Nash,2006,2008,Hawaii,WAC,67,2062,280,699,172,379,108,320,131,162,81,191,272,148,52,19,106,122,799
5348,Jaquon Parker,2010,2013,Cincinnati,Big East,113,2355,272,679,186,442,86,237,169,285,159,284,443,137,56,5,117,154,799
5349,Brandon Better,2018,2019,Southern Utah,Big Sky,64,1536,242,648,101,262,141,386,173,206,20,101,121,84,48,2,114,123,798
5350,Jonas Brown,2007,2008,Louisiana-Monroe,Sun Belt,63,2141,264,635,154,336,110,299,160,235,74,152,226,179,80,21,178,112,798
5351,Anthony Ervin,2010,2013,Saint Francis (PA),NEC,112,2593,284,715,192,437,92,278,138,178,95,217,312,144,87,6,148,205,798
5352,Brian Gilmore,2006,2009,American,Patriot,119,2376,276,577,184,318,92,259,154,221,134,281,415,139,64,13,159,200,798
5353,Charlie Harper,2009,2012,Lamar,Southland,106,2408,296,719,282,658,14,61,192,283,195,388,583,130,100,35,138,263,798
5354,Andrew Harrison,2014,2015,Kentucky,SEC,79,2261,222,597,153,409,69,188,285,367,45,168,213,298,61,17,173,189,798
5355,Trejon Jacob,2018,2019,Florida International,CUSA,64,1805,291,636,163,297,128,339,88,147,45,226,271,47,72,18,76,85,798
5358,Jeffrey Merritt,2009,2012,Samford,Southern,116,3024,296,645,213,406,83,239,123,232,122,444,566,213,102,28,179,237,798
5359,Paul Thomas,2016,2019,Texas-El Paso,CUSA,114,2598,322,680,279,545,43,135,111,204,139,430,569,144,51,40,178,349,798
5360,Ryan Bogan,2008,2009,Longwood,Ind,62,1937,276,723,142,357,134,366,111,141,97,191,288,160,100,3,150,98,797
5361,DeAndre Brown,2010,2011,Louisiana Tech,WAC,62,2063,297,737,206,450,91,287,112,157,36,148,184,186,64,1,181,74,797
5362,Cliff Colimon,2011,2012,Eastern Washington,Big Sky,58,1753,267,660,153,349,114,311,149,189,38,142,180,207,76,5,165,148,797
5363,Carlin Dupree,2014,2017,North Dakota State,Summit,115,2903,301,714,268,581,33,133,162,263,71,300,371,214,116,11,187,179,797
5364,Paul Gause,2006,2009,Seton Hall,Big East,105,2535,277,700,175,343,102,357,141,199,96,260,356,197,256,9,120,280,797
5365,Donald Hicks,2017,2019,Radford,Big South,98,2685,269,727,101,308,168,419,91,117,109,235,344,128,55,5,126,227,797
5366,Darryl Hudson,2006,2007,Howard,MEAC,60,1814,239,482,207,406,32,76,287,403,117,209,326,97,56,13,151,138,797
5367,Erik Marschall,2006,2010,Bowling Green State,MAC,112,2471,318,613,312,589,6,24,155,244,184,302,486,92,69,64,156,360,797
5368,Nick Sherod,2017,2019,Richmond,A-10,73,1954,296,626,187,329,109,297,96,121,47,226,273,93,58,5,65,123,797
5369,Mardracus Wade,2011,2014,Arkansas,SEC,126,2662,235,569,106,228,129,341,198,253,70,99,169,153,153,9,121,267,797
5370,Calvin Watson,2006,2007,North Texas,Sun Belt,61,1615,279,661,147,318,132,343,107,160,63,156,219,73,55,22,117,120,797
5371,Karon Abraham,2010,2011,Robert Morris,NEC,58,1560,226,539,82,207,144,332,200,235,34,97,131,81,51,10,109,141,796
5372,Robert Arnold,2010,2011,Boise State,WAC,66,1819,270,632,178,351,92,281,164,237,120,169,289,102,69,45,126,150,796
5373,Nemanja Mitrovic,2009,2012,Portland,WCC,101,2009,276,675,117,267,159,408,85,102,38,207,245,105,50,6,143,141,796
5374,Moses Morgan,2011,2015,Total,Total,114,2244,276,800,125,339,151,461,93,135,75,175,250,94,57,34,140,181,796
5375,Taylor Smith,2012,2013,Stephen F. Austin,Southland,64,1697,340,488,340,488,0,0,116,272,157,338,495,65,45,132,99,135,796
5376,Donivine Stewart,2012,2016,Total,Total,100,2861,283,673,194,412,89,261,141,218,73,211,284,367,126,4,150,130,796
5377,Tahj Tate,2012,2013,Delaware State,MEAC,56,1960,297,697,236,499,61,198,141,196,65,98,163,137,72,11,148,102,796
5380,Estan Tyler,2012,2015,Total,Total,86,2517,259,653,137,348,122,305,156,192,33,174,207,238,58,3,208,172,796
5381,Dimencio Vaughn,2017,2019,Rider,MAAC,65,1621,275,588,217,413,58,175,188,258,117,251,368,71,111,39,134,160,796
5382,Brendan Barry,2017,2019,Dartmouth,Ivy,81,2449,264,585,105,228,159,357,108,128,16,185,201,244,70,14,102,129,795
5383,Anders Broman,2014,2018,Total,Total,109,2190,246,593,92,194,154,399,149,185,19,151,170,134,69,10,78,164,795
5384,Mark Cisco,2010,2013,Columbia,Ivy,111,2222,326,601,326,601,0,0,143,221,233,358,591,69,36,72,131,263,795
5385,Dane DiLiegro,2008,2011,New Hampshire,AEC,116,3057,315,623,314,620,1,3,164,278,314,540,854,48,58,34,200,371,795
5386,LaVonte Dority,2011,2014,Total,Total,94,1880,242,586,148,344,94,242,217,257,33,101,134,157,44,4,145,127,795
5387,Deonte Huff,2007,2008,Portland State,Big Sky,65,1768,275,512,237,401,38,111,207,296,144,234,378,141,73,15,151,151,795
5388,Dante Jackson,2008,2011,Xavier,A-10,137,3342,252,680,80,197,172,483,119,166,51,323,374,255,146,20,193,312,795
5389,Tyler Jones,2017,2019,Maryland-Eastern Shore,MEAC,93,1922,300,701,242,488,58,213,137,191,97,201,298,39,37,52,119,180,795
5390,Jeremiah Kelly,2009,2012,DePaul,Big East,123,3504,284,780,132,314,152,466,75,108,76,193,269,364,152,5,145,217,795
5391,Willie Kemp,2007,2010,Memphis,CUSA,147,2861,269,732,107,276,162,456,95,162,54,178,232,331,133,10,154,175,795
5392,An'Juan Wilderness,2008,2011,Charlotte,A-10,111,2829,300,604,284,533,16,71,179,326,206,235,441,146,87,11,186,251,795
5393,Cecil Williams,2017,2018,Central Michigan,MAC,68,1870,257,545,220,437,37,108,244,312,136,290,426,112,53,45,149,207,795
5394,Frank Young,2006,2007,West Virginia,Big East,69,1996,282,653,123,249,159,404,72,101,79,195,274,131,79,19,91,133,795
5395,Sheriff Drammeh,2016,2019,Hawaii,Big West,115,2733,246,672,133,329,113,343,189,254,40,235,275,191,80,8,149,276,794
5396,Leo Goodman,2016,2019,Stetson,A-Sun,121,2105,283,731,141,313,142,418,86,116,99,207,306,62,45,17,85,189,794
5397,John Karhoff,2013,2014,Omaha,Summit,63,1694,312,634,306,609,6,25,164,211,83,171,254,134,43,39,98,213,794
5398,Rashard Odomes,2016,2019,Oklahoma,Big 12,113,2159,303,602,288,558,15,44,173,296,139,200,339,132,60,11,117,178,794
5399,Kenny Onyechi,2010,2013,Long Island University,NEC,126,2235,274,529,274,529,0,0,246,465,220,250,470,28,47,144,159,320,794
5400,Brandon Richardson,2009,2012,Nebraska,Total,119,2810,238,569,150,285,88,284,230,278,22,255,277,235,145,9,154,217,794
5401,Burak Eslik,2016,2017,Southern Illinois-Edwardsville,OVC,58,1890,215,578,129,307,86,271,277,332,17,143,160,89,29,0,103,90,793
5402,Jesse Hunt,2016,2019,Eastern Washington,Big Sky,117,2102,284,600,205,383,79,217,146,197,134,397,531,154,36,51,114,278,793
5403,Jarvis Jones,2009,2013,East Tennessee State,A-Sun,115,2222,290,780,172,399,118,381,95,131,38,151,189,110,104,5,123,132,793
5404,Patrick McCaw,2015,2016,Nevada-Las Vegas,MWC,65,2060,273,622,148,281,125,341,122,162,61,212,273,214,129,23,125,122,793
5405,Juwan Parker,2014,2018,Georgia,SEC,116,2604,259,702,211,511,48,191,227,274,88,370,458,148,62,13,142,199,793
5406,Desmond Ringer,2014,2018,Total,Total,117,2517,299,523,297,518,2,5,193,249,200,336,536,50,24,46,163,278,793
5407,Marvin Roberts,2010,2011,Florida International,Sun Belt,59,1712,272,661,216,453,56,208,193,279,68,198,266,107,63,27,165,134,793
5408,Gerald Robinson,2007,2008,Tennessee-Martin,OVC,59,1550,265,639,176,369,89,270,174,274,136,275,411,36,60,24,108,134,793
5409,Alejo Rodriguez,2007,2011,Iona,MAAC,119,1562,328,536,328,536,0,0,137,287,310,411,721,87,87,101,145,332,793
5410,Will Sullivan,2012,2015,Miami (OH),MAC,124,2950,265,587,129,243,136,344,127,166,61,271,332,130,107,4,122,193,793
5411,K.J. Walton,2016,2019,Total,Total,95,1884,276,586,259,522,17,64,224,336,121,181,302,87,94,13,121,163,793
5412,Tony Woods,2009,2013,Total,Total,131,2110,310,569,310,569,0,0,173,298,197,227,424,41,24,128,165,278,793
5413,Nathan Adrian,2014,2017,West Virginia,Big 12,140,2920,284,686,180,352,104,334,120,178,248,268,516,198,134,59,127,358,792
5414,Wade Baldwin,2015,2016,Vanderbilt,SEC,68,2011,234,543,150,344,84,199,240,300,30,247,277,327,90,15,158,171,792
5415,Jeff Elorriaga,2011,2014,Boise State,Total,116,3111,255,607,34,89,221,518,61,78,22,247,269,177,96,3,70,205,792
5416,Michael Flowers,2006,2008,Wisconsin,Big Ten,103,2948,265,606,162,332,103,274,159,217,102,279,381,263,156,19,166,240,792
5417,Daniel Fountain,2006,2008,North Carolina-Wilmington,CAA,91,2160,251,676,90,244,161,432,129,170,37,227,264,131,77,18,109,140,792
5418,Junard Hartley,2008,2011,Campbell,A-Sun,121,3536,261,634,218,494,43,140,227,331,103,323,426,600,212,17,342,309,792
5419,Bryce Jones,2016,2017,Murray State,OVC,64,2027,228,603,137,333,91,270,245,278,37,193,230,245,80,18,140,182,792
5422,Chris Jones,2014,2017,Pittsburgh,ACC,129,2809,280,635,202,390,78,245,154,231,97,201,298,193,50,32,123,249,792
5423,Arkel Lamar,2017,2019,Maryland-Baltimore County,AEC,97,2350,280,721,156,365,124,356,108,184,90,382,472,90,112,41,102,223,792
5424,Korie Lucious,2009,2013,Total,Total,127,2696,265,744,101,256,164,488,98,128,43,147,190,434,81,11,263,172,792
5425,Jordan Potts,2013,2016,Total,Total,86,2233,240,666,104,255,136,411,176,225,27,172,199,240,89,5,161,197,792
5426,Gary Redus,2009,2011,Total,Total,82,1474,265,678,194,461,71,217,191,255,43,135,270,158,76,72,162,124,792
5427,Scott Suggs,2009,2013,Washington,Total,115,2089,278,640,134,281,144,359,92,112,44,136,180,100,39,18,118,171,792
5428,Nicholas Baer,2016,2019,Iowa,Big Ten,129,2530,282,635,142,260,140,375,87,139,199,379,578,169,132,121,99,244,791
5429,Matt Bell,2006,2007,Army,Patriot,57,1789,247,579,176,398,71,181,226,289,26,156,182,137,51,2,132,83,791
5430,T.J. Campbell,2009,2010,Portland,WCC,64,2032,250,539,111,248,139,291,152,173,26,126,152,331,70,7,180,134,791
5431,Tyron Criswell,2015,2016,Nevada,MWC,69,1884,274,576,241,471,33,105,210,297,153,208,361,130,63,25,137,191,791
5432,Alberto Estwick,2009,2012,Fordham,A-10,112,2853,296,801,146,335,150,466,49,80,100,217,317,133,72,16,130,209,791
5433,Malachi Flynn,2017,2018,Washington State,Pac-12,62,2062,266,655,131,277,135,378,124,153,30,167,197,223,70,3,131,115,791
5434,Ray Gallegos,2010,2014,Nebraska,Total,118,2786,292,816,134,299,158,517,49,79,18,209,227,109,90,26,79,167,791
5435,K.J. Garland,2007,2008,North Carolina-Asheville,Big South,62,2171,288,674,196,413,92,261,123,184,56,205,261,317,89,2,146,73,791
5436,Jermaine Mallett,2010,2011,Missouri State,MVC,71,2263,256,558,175,337,81,221,198,239,121,290,411,175,63,14,141,182,791
5437,Quinn Taylor,2016,2019,Utah State,MWC,130,2676,319,572,274,448,45,124,108,176,237,369,606,175,57,55,114,315,791
5438,Tonny Trocha-Morelos,2015,2018,Texas A&M,SEC,132,2549,302,732,223,477,79,255,108,189,188,339,527,148,62,98,120,237,791
5439,Quincy Williams,2006,2008,North Texas,Sun Belt,93,2164,306,604,305,601,1,3,178,293,233,361,594,116,65,79,165,265,791
5440,Ash Yacoubou,2012,2016,Total,Total,121,2443,297,727,214,451,83,276,114,192,112,329,441,124,64,19,164,219,791
5441,Ryan Cook,2012,2013,Maryland-Baltimore County,AEC,56,1732,274,660,203,446,71,214,171,202,101,196,297,99,57,21,128,161,790
5444,Olek Czyz,2009,2012,Total,Total,77,1783,289,545,245,424,44,121,168,275,124,259,383,70,39,17,144,130,790
5445,Kyle Downey,2009,2012,Siena,MAAC,111,2383,297,729,227,477,70,252,126,160,80,195,275,151,83,11,173,198,790
5446,Faronte Drakeford,2014,2015,Central Connecticut State,NEC,60,1741,313,692,306,661,7,31,157,211,122,248,370,78,67,22,171,191,790
5447,Michael Lusk,2006,2009,Lipscomb,A-Sun,122,3057,257,585,147,283,110,302,166,256,90,278,368,279,115,24,172,228,790
5448,Detrick Mostella,2015,2019,Total,Total,107,1934,260,730,123,289,137,441,133,175,39,184,223,118,45,16,134,175,790
5449,Nathan Peavy,2006,2007,Miami (OH),MAC,62,1994,276,526,237,421,39,105,199,265,100,309,409,64,49,50,122,184,790
5450,Scott Vandermeer,2007,2009,Illinois-Chicago,Horizon,96,2661,322,763,322,762,0,1,146,224,231,472,703,96,60,273,94,264,790
5451,Javares Brent,2014,2017,Jackson State,SWAC,124,2590,259,811,40,147,219,664,52,69,41,263,304,84,71,18,103,156,789
5452,Jerry Brown,2010,2014,Total,Total,127,2803,272,552,271,546,1,6,244,409,210,331,541,75,111,84,128,285,789
5453,Reece Chamberlain,2012,2015,Belmont,Total,128,2787,251,559,175,348,76,211,211,304,123,259,382,454,148,16,219,232,789
5454,Dominique Collier,2015,2018,Colorado,Pac-12,121,2438,243,661,117,318,126,343,177,247,32,168,200,221,98,12,176,299,789
5455,Jeylani Dublin,2011,2015,Total,Total,127,1797,344,647,344,647,0,0,101,167,186,222,408,27,50,45,122,221,789
5456,Justin Fry,2007,2011,Maryland-Baltimore County,AEC,119,2899,301,675,290,633,11,42,176,241,173,298,471,122,61,88,155,290,789
5457,Chris Gaynor,2006,2008,Winthrop,Big South,96,2890,263,602,102,222,161,380,102,155,45,253,298,415,189,16,144,154,789
5458,Ollie Jackson,2012,2015,Saint Francis (PA),NEC,118,2658,269,764,107,260,162,504,89,127,55,247,302,145,86,32,191,249,789
5459,Paul Jesperson,2012,2016,Total,Total,127,2848,268,649,91,190,177,459,76,88,37,282,319,78,46,28,96,191,789
5460,Carl Pierre,2018,2019,Massachusetts,A-10,65,2011,273,646,99,236,174,410,69,91,27,117,144,81,35,12,62,141,789
5461,Zoran Talley,2016,2019,Total,Total,105,2179,344,723,333,672,11,51,90,139,97,261,358,150,41,17,102,142,789
5462,Florentino Valencia,2006,2007,Toledo,MAC,63,1664,309,466,309,466,0,0,171,272,136,157,293,42,41,20,142,150,789
5463,Steffon Wiley,2006,2009,Southern,SWAC,111,2422,254,640,184,417,70,223,211,322,56,182,238,215,155,7,274,241,789
5466,DeJuan Wright,2011,2012,Florida International,Sun Belt,51,1673,263,514,228,431,35,83,228,316,136,232,368,76,80,27,139,150,789
5467,Darnell Hugee,2009,2010,Prairie View,SWAC,59,1503,281,553,272,519,9,34,217,375,139,252,391,46,29,92,112,204,788
5468,Tyreke Key,2018,2019,Indiana State,MVC,61,1908,263,573,197,406,66,167,196,257,51,186,237,98,62,9,92,122,788
5469,Cyril Langevine,2017,2019,Rhode Island,A-10,99,2095,294,520,294,518,0,2,200,357,253,411,664,50,51,110,151,274,788
5470,Jordan Pleiman,2006,2008,Wright State,Horizon,92,2288,311,536,311,536,0,0,166,290,200,354,554,22,34,33,146,285,788
5471,Ako Adams,2017,2019,Rice,CUSA,98,2255,238,642,91,233,147,409,164,194,17,184,201,226,54,4,195,209,787
5472,Justin Bocot,2009,2012,Southern Illinois,MVC,117,2366,266,709,163,395,103,314,152,222,71,240,311,142,96,16,181,161,787
5473,Troy Franklin,2009,2013,Total,Total,84,2221,242,703,135,343,107,360,196,258,46,153,199,320,142,5,249,240,787
5474,JaMichael Hawkins,2012,2016,Total,Total,88,2058,256,698,115,298,141,400,134,166,30,143,173,80,54,12,129,107,787
5475,Jarvis Haywood,2013,2014,Jacksonville,A-Sun,57,1582,276,579,233,465,43,114,192,254,82,168,250,110,60,13,157,154,787
5476,Levi Knutson,2008,2011,Colorado,Big 12,123,2371,274,601,145,273,129,328,110,131,39,201,240,122,50,4,90,158,787
5477,Shaun Lawton,2013,2016,Maine,AEC,106,2647,255,624,199,439,56,185,221,309,53,279,332,303,183,9,259,274,787
5478,Casey Prather,2011,2014,Florida,SEC,127,2019,308,541,298,509,10,32,161,254,153,223,376,109,81,46,149,199,787
5479,Tyler Rawson,2015,2018,Total,Total,96,2215,269,589,176,322,93,267,156,218,102,371,473,211,57,84,148,206,787
5480,J-Mychal Reese,2016,2017,North Texas,CUSA,61,1888,270,634,202,444,68,190,179,240,27,154,181,210,51,0,169,143,787
5481,Matt Rose,2016,2019,Total,Total,103,1995,248,610,73,163,175,447,116,154,74,240,314,75,41,14,74,149,787
5482,Jay-R Strowbridge,2007,2011,Total,Total,112,2482,261,684,129,324,132,360,133,172,59,151,210,160,53,5,117,197,787
5483,Justin Anyijong,2008,2011,Toledo,MAC,123,2618,301,733,196,412,105,321,79,121,144,351,495,58,47,65,139,207,786
5484,Patrick Holloway,2013,2016,George Mason,Total,100,1912,286,746,144,351,142,395,72,97,30,90,120,62,54,1,91,158,786
5485,Duop Reath,2017,2018,Louisiana State,SEC,64,1659,324,615,294,535,30,80,108,175,129,239,368,47,31,78,121,186,786
5488,Isaiah Roby,2017,2019,Nebraska,Big Ten,97,2319,280,588,231,442,49,146,177,252,155,375,530,143,80,154,154,273,786
5489,Shannon Scott,2012,2015,Ohio State,Big Ten,143,3164,296,730,235,512,61,218,133,201,94,293,387,528,211,22,229,247,786
5490,Chris Clover,2016,2019,Saint Joseph's,A-10,116,2422,282,734,203,468,79,266,142,209,61,219,280,94,56,7,96,203,785
5491,Isaac Fotu,2013,2014,Hawaii,Big West,63,1757,308,514,307,503,1,11,168,239,152,237,389,53,19,48,102,133,785
5492,Cory Gensler,2017,2019,Campbell,Big South,103,3174,292,656,144,263,148,393,53,75,74,359,433,147,100,36,70,217,785
5493,Majak Kou,2006,2007,Loyola (IL),Horizon,61,1749,294,643,203,366,91,277,106,149,68,198,266,91,81,71,90,171,785
5494,Bakari Lewis,2008,2011,Total,Total,84,2012,258,678,168,429,90,249,179,234,42,145,187,209,87,22,190,217,785
5495,Boris Meno,2006,2008,Davidson,Southern,100,2198,314,676,289,592,25,84,132,178,225,443,668,57,76,80,171,228,785
5496,Shawn Taggart,2006,2009,Total,Total,106,2124,292,593,278,540,14,53,187,263,232,318,550,36,57,96,104,262,785
5497,Stephen Thomas,2008,2012,Total,Total,116,2582,268,646,193,431,75,215,174,208,45,204,249,222,84,6,134,127,785
5498,Antoine Davis,2019,2019,Detroit Mercy,Horizon,30,1122,263,657,131,310,132,347,126,147,22,72,94,107,28,0,99,70,784
5499,Kendrick Davis,2006,2007,North Texas,Sun Belt,52,1542,270,657,164,363,106,294,138,175,35,98,133,106,64,4,113,121,784
5500,Luka Drca,2007,2010,Utah,MWC,122,2774,233,582,139,294,94,288,224,276,46,271,317,362,111,9,262,303,784
5501,Trent Forrest,2017,2019,Florida State,ACC,106,2515,260,561,249,509,11,52,253,348,104,322,426,331,165,26,168,160,784
5502,Cam Griffin,2012,2015,Denver,Total,102,2552,269,526,253,463,16,63,230,319,137,333,470,191,141,30,158,250,784
5503,Damarcus Harrison,2012,2015,Total,Total,128,2468,276,744,172,410,104,334,128,173,61,244,305,134,80,21,130,186,784
5504,Clarence Sanders,2006,2007,Mississippi,SEC,60,1665,288,718,161,340,127,378,81,113,36,83,119,95,65,20,93,118,784
5505,Ty Toney,2014,2017,Total,Total,83,2171,269,663,236,528,33,135,213,308,34,170,204,207,113,19,148,166,784
5506,Mike Douglas,2009,2012,Western Michigan,MAC,115,3162,248,626,199,491,49,135,238,311,41,270,311,477,131,16,263,214,783
